uid,sid,,,
201,1653,,,
444,505,,,
569,85,,,
218,6510,,,
122,6780,,,
201,6781,,,
201,6782,,,
300,6783,,,
460,6784,,,
14,6785,,,
14,1328,,,
218,4992,,,
218,2947,,,
1477,6786,,,
218,3240,,,
218,4537,,,
259,697,,,
1478,78,,,
460,4584,,,
14,1035,,,
14,1035,,,
1025,5988,,,
280,136,,,
280,136,,,
1011,1664,,,
77,1001,,,
1479,257,,,
1011,505,,,
77,1345,,,
520,4970,,,
946,697,,,
946,697,,,
1025,356,,,
1011,505,,,
14,6788,,,
14,6789,,,
14,6789,,,
46,164,,,
46,164,,,
444,3932,,,
14,675,,,
14,6791,,,
1481,111,,,
444,2747,,,
465,1970,,,
465,927,,,
919,119,,,
919,119,,,
919,119,,,
1482,48,,,
465,463,,,
520,3121,,,
1483,6793,,,
444,6794,,,
14,6795,,,
1479,257,,,
67,128,,,
465,3673,,,
197,326,,,
46,164,,,
1025,356,,,
520,6196,,,
520,6196,,,
14,3755,,,
1025,356,,,
1025,356,,,
201,3891,,,
465,6796,,,
465,463,,,
46,128,,,
1484,16,,,
1025,356,,,
1025,356,,,
1025,356,,,
1025,356,,,
1025,356,,,
218,4452,,,
569,169,,,
569,157,,,
201,6797,,,
77,6798,,,
218,3455,,,
465,1879,,,
1396,6239,,,
1396,6239,,,
46,346,,,
465,463,,,
726,216,,,
77,399,,,
67,128,,,
77,399,,,
67,373,,,
1026,6799,,,
46,128,,,
919,6129,,,
77,217,,,
35,1028,,,
201,4603,,,
465,2327,,,
465,2294,,,
465,1304,,,
218,4537,,,
465,463,,,
14,1695,,,
726,216,,,
300,1437,,,
1485,1311,,,
1486,338,,,
1486,338,,,
1486,338,,,
1486,338,,,
280,136,,,
280,136,,,
280,136,,,
280,136,,,
280,136,,,
280,136,,,
14,6800,,,
14,6801,,,
218,3381,,,
218,5444,,,
218,6802,,,
465,927,,,
465,927,,,
465,927,,,
946,963,,,
35,3414,,,
35,3414,,,
465,1695,,,
465,2314,,,
465,2373,,,
465,2993,,,
465,2373,,,
465,1199,,,
465,463,,,
837,6804,,,
218,2947,,,
1481,111,,,
77,184,,,
569,169,,,
569,85,,,
569,6291,,,
569,157,,,
569,6291,,,
569,169,,,
35,2140,,,
520,6196,,,
569,169,,,
1474,47,,,
460,5133,,,
299,240,,,
299,240,,,
837,294,,,
837,294,,,
77,1413,,,
77,1413,,,
520,6805,,,
46,260,,,
1145,3792,,,
201,557,,,
218,6806,,,
77,217,,,
1026,6320,,,
1026,5470,,,
1145,356,,,
1145,356,,,
1145,356,,,
1145,356,,,
465,1514,,,
77,248,,,
569,169,,,
837,6807,,,
46,127,,,
35,6808,,,
77,248,,,
1145,2395,,,
1145,6809,,,
569,85,,,
837,1955,,,
35,6810,,,
837,294,,,
569,85,,,
569,85,,,
569,85,,,
837,2846,,,
218,3516,,,
1487,5884,,,
46,289,,,
46,321,,,
460,6811,,,
444,505,,,
1488,85,,,
1488,85,,,
779,6816,,,
77,975,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
35,338,,,
35,1772,,,
77,975,,,
1145,6817,,,
1145,6818,,,
35,1772,,,
77,975,,,
155,6819,,,
35,3414,,,
569,169,,,
569,85,,,
569,85,,,
67,322,,,
35,338,,,
1489,10,,,
460,6667,,,
280,136,,,
1490,44,,,
280,136,,,
1124,223,,,
1491,216,,,
1124,223,,,
837,2273,,,
35,3414,,,
35,2990,,,
35,2990,,,
35,2126,,,
444,2815,,,
218,2310,,,
218,3650,,,
92,232,,,
280,136,,,
280,136,,,
280,136,,,
837,2273,,,
1026,6822,,,
460,6503,,,
218,3252,,,
46,425,,,
46,291,,,
46,291,,,
46,291,,,
46,291,,,
46,291,,,
46,291,,,
46,6823,,,
837,4657,,,
65,438,,,
35,438,,,
35,438,,,
837,6824,,,
1492,6825,,,
444,3990,,,
444,3990,,,
444,3990,,,
444,505,,,
444,505,,,
444,505,,,
217,5632,,,
218,3252,,,
569,85,,,
444,505,,,
218,3650,,,
218,3826,,,
218,6829,,,
218,3252,,,
218,3252,,,
837,2846,,,
46,1335,,,
1145,4264,,,
1145,6830,,,
1145,232,,,
1145,6831,,,
1145,6832,,,
46,354,,,
77,695,,,
122,894,,,
46,128,,,
77,695,,,
1493,6833,,,
465,1796,,,
444,6834,,,
218,3650,,,
465,1347,,,
46,1337,,,
985,6835,,,
444,2389,,,
14,6125,,,
569,169,,,
444,505,,,
46,333,,,
444,505,,,
946,1379,,,
110,128,,,
46,1227,,,
35,338,,,
46,416,,,
46,410,,,
46,325,,,
946,697,,,
569,85,,,
569,85,,,
569,85,,,
218,6841,,,
218,6842,,,
218,3455,,,
218,6843,,,
218,6844,,,
299,257,,,
77,1342,,,
77,184,,,
1026,6845,,,
46,128,,,
1364,6846,,,
1364,504,,,
110,128,,,
14,961,,,
14,6847,,,
465,1514,,,
280,6280,,,
218,6848,,,
218,3639,,,
218,6849,,,
14,4887,,,
218,6850,,,
201,1074,,,
1497,387,,,
569,169,,,
569,169,,,
201,862,,,
444,2424,,,
299,6851,,,
444,505,,,
218,6802,,,
985,3094,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
569,6291,,,
1209,6852,,,
218,3716,,,
919,6853,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
569,85,,,
569,157,,,
569,157,,,
569,6291,,,
569,157,,,
569,6291,,,
77,6854,,,
280,6855,,,
35,1306,,,
1011,505,,,
1011,505,,,
837,1955,,,
35,6856,,,
444,3544,,,
77,184,,,
465,6857,,,
465,6857,,,
465,6857,,,
465,6857,,,
465,6857,,,
465,6857,,,
465,6857,,,
569,85,,,
569,6858,,,
569,6858,,,
569,169,,,
569,169,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
569,6291,,,
569,6291,,,
569,6291,,,
569,85,,,
569,85,,,
201,834,,,
1364,1028,,,
218,6859,,,
218,3716,,,
946,697,,,
946,697,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
46,128,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
946,697,,,
946,697,,,
1011,505,,,
444,505,,,
77,786,,,
77,695,,,
1145,6860,,,
1498,6861,,,
1011,505,,,
444,505,,,
465,1582,,,
465,1582,,,
14,6862,,,
465,463,,,
46,128,,,
280,136,,,
46,390,,,
14,1695,,,
558,6863,,,
465,2373,,,
444,6695,,,
218,3153,,,
1011,505,,,
444,2022,,,
444,1914,,,
444,6866,,,
444,2338,,,
122,6042,,,
299,1799,,,
14,3677,,,
465,463,,,
280,136,,,
837,4060,,,
35,6868,,,
1481,111,,,
465,463,,,
465,463,,,
465,947,,,
465,947,,,
465,947,,,
465,947,,,
465,463,,,
465,947,,,
465,945,,,
465,463,,,
465,1701,,,
201,6869,,,
465,463,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
77,540,,,
201,2439,,,
201,6870,,,
465,1879,,,
465,2528,,,
465,1653,,,
465,2459,,,
465,2993,,,
465,3635,,,
444,1023,,,
1499,6852,,,
520,3121,,,
946,697,,,
444,1787,,,
946,697,,,
919,6871,,,
65,385,,,
1011,6872,,,
1011,4491,,,
1011,6873,,,
1011,2820,,,
1011,5779,,,
444,2204,,,
201,1420,,,
465,2038,,,
46,128,,,
46,346,,,
444,2108,,,
444,3551,,,
201,4760,,,
35,338,,,
465,2161,,,
46,128,,,
444,2108,,,
122,827,,,
201,3248,,,
1145,854,,,
1145,529,,,
280,136,,,
465,463,,,
35,1593,,,
444,1023,,,
444,1023,,,
444,505,,,
837,2273,,,
46,483,,,
1418,338,,,
35,338,,,
444,6876,,,
444,505,,,
465,6877,,,
444,6878,,,
444,6879,,,
1011,3267,,,
35,338,,,
155,1357,,,
465,463,,,
77,6880,,,
218,4537,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
46,128,,,
444,2100,,,
444,6883,,,
465,1970,,,
465,1970,,,
465,463,,,
465,1819,,,
218,6884,,,
444,4018,,,
569,6291,,,
465,6885,,,
465,2778,,,
465,6886,,,
465,2373,,,
201,6887,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
77,6888,,,
77,1346,,,
77,6889,,,
155,6890,,,
46,128,,,
465,2190,,,
110,6892,,,
122,5017,,,
122,166,,,
465,2190,,,
46,645,,,
837,5227,,,
837,6893,,,
837,2716,,,
465,1582,,,
465,1582,,,
465,1582,,,
465,1582,,,
46,128,,,
1011,505,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
1011,505,,,
1011,1831,,,
14,216,,,
465,2591,,,
1011,505,,,
465,1153,,,
465,1153,,,
77,44,,,
77,44,,,
77,44,,,
1011,505,,,
444,1490,,,
444,505,,,
465,1576,,,
465,6894,,,
155,579,,,
465,921,,,
465,921,,,
465,921,,,
465,921,,,
465,921,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
77,6895,,,
946,697,,,
201,211,,,
465,927,,,
465,961,,,
465,2459,,,
465,941,,,
444,505,,,
444,2320,,,
77,683,,,
122,104,,,
201,2341,,,
465,173,,,
465,945,,,
77,219,,,
46,6899,,,
1500,6900,,,
465,2294,,,
465,2303,,,
465,463,,,
465,2294,,,
70,6901,,,
280,6902,,,
35,6903,,,
1026,6904,,,
465,2190,,,
444,6905,,,
444,6905,,,
444,6905,,,
444,6905,,,
465,3487,,,
444,505,,,
444,1900,,,
465,930,,,
465,930,,,
465,930,,,
465,930,,,
46,6906,,,
444,963,,,
280,6907,,,
837,4832,,,
444,6909,,,
444,4808,,,
465,6910,,,
46,1337,,,
1026,5470,,,
122,557,,,
465,1582,,,
465,1582,,,
465,1582,,,
465,1582,,,
444,6911,,,
444,505,,,
77,217,,,
465,6912,,,
218,3252,,,
218,578,,,
218,3535,,,
520,3524,,,
837,1955,,,
14,675,,,
14,675,,,
46,127,,,
465,1695,,,
837,6915,,,
444,4321,,,
444,6916,,,
971,675,,,
14,6917,,,
185,217,,,
465,463,,,
14,6918,,,
1011,505,,,
46,6919,,,
1502,6920,,,
465,1695,,,
971,6812,,,
14,6921,,,
1503,6922,,,
444,1787,,,
444,1787,,,
444,1787,,,
444,1787,,,
444,1787,,,
444,1787,,,
444,1787,,,
465,1970,,,
465,2440,,,
465,1695,,,
465,914,,,
971,6388,,,
837,6924,,,
837,3226,,,
218,4537,,,
218,4981,,,
444,1023,,,
1503,6925,,,
218,3650,,,
1218,6927,,,
77,358,,,
77,482,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
1011,505,,,
837,5145,,,
444,1659,,,
77,217,,,
218,6928,,,
218,6928,,,
218,6929,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
837,6930,,,
837,294,,,
77,6931,,,
444,6932,,,
569,85,,,
444,1664,,,
837,6934,,,
837,5521,,,
1218,6936,,,
444,2748,,,
444,6937,,,
444,3412,,,
444,3412,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
465,463,,,
46,128,,,
444,505,,,
465,463,,,
218,6938,,,
46,490,,,
52,1063,,,
52,1063,,,
52,1063,,,
52,1063,,,
52,1058,,,
52,1058,,,
52,1058,,,
52,1058,,,
569,85,,,
569,85,,,
569,85,,,
444,505,,,
1504,138,,,
444,505,,,
444,5332,,,
46,128,,,
1505,1063,,,
444,3439,,,
444,505,,,
122,557,,,
1507,2303,,,
1025,705,,,
218,3509,,,
122,557,,,
1011,505,,,
1011,505,,,
218,3455,,,
1508,6939,,,
444,2630,,,
77,44,,,
444,505,,,
465,2367,,,
77,217,,,
444,927,,,
218,6940,,,
46,128,,,
1209,345,,,
919,526,,,
444,1023,,,
1209,6941,,,
1209,6233,,,
1209,6941,,,
1509,697,,,
1011,3282,,,
46,164,,,
218,4901,,,
1510,5281,,,
1511,6942,,,
444,505,,,
1512,6814,,,
444,1831,,,
35,6945,,,
35,6946,,,
46,6823,,,
1011,6947,,,
77,217,,,
465,1086,,,
1279,6948,,,
1279,6949,,,
1279,6948,,,
1279,6950,,,
1279,6951,,,
837,6952,,,
465,1848,,,
465,6953,,,
122,924,,,
465,1166,,,
465,463,,,
465,463,,,
1514,6954,,,
465,2190,,,
35,6955,,,
1515,697,,,
1515,697,,,
444,505,,,
444,505,,,
444,505,,,
444,3412,,,
122,3013,,,
35,1772,,,
444,4514,,,
1145,5650,,,
465,463,,,
444,6956,,,
217,6957,,,
1515,697,,,
1145,6958,,,
122,4991,,,
1145,6959,,,
1145,6960,,,
1145,6714,,,
1145,6714,,,
1145,6714,,,
1145,6714,,,
1145,6714,,,
1145,6714,,,
1145,6714,,,
1145,1386,,,
201,2001,,,
1145,356,,,
1145,356,,,
155,337,,,
946,697,,,
946,697,,,
946,697,,,
946,697,,,
201,2001,,,
837,2273,,,
837,2716,,,
837,4377,,,
837,6961,,,
218,5701,,,
1026,6962,,,
1474,6963,,,
218,6964,,,
1517,2705,,,
1145,6965,,,
1517,2705,,,
569,85,,,
569,85,,,
569,85,,,
1518,5827,,,
1145,5251,,,
985,697,,,
1145,2074,,,
46,128,,,
259,697,,,
1145,3688,,,
1145,924,,,
1145,924,,,
46,128,,,
439,463,,,
201,2425,,,
1145,6966,,,
1145,4919,,,
465,1409,,,
465,463,,,
465,463,,,
77,44,,,
77,44,,,
444,6967,,,
444,1999,,,
465,944,,,
465,1749,,,
465,2008,,,
1519,957,,,
1519,957,,,
1519,957,,,
201,6968,,,
201,399,,,
122,6969,,,
465,1653,,,
465,2459,,,
465,2004,,,
465,2008,,,
465,2993,,,
465,1474,,,
465,3873,,,
465,3056,,,
16,3414,,,
444,505,,,
1026,6970,,,
1026,6585,,,
1520,216,,,
569,337,,,
465,463,,,
837,6971,,,
837,6972,,,
837,6973,,,
1011,505,,,
971,5861,,,
971,5861,,,
1521,6974,,,
444,505,,,
444,2725,,,
444,1664,,,
1522,6975,,,
1145,6976,,,
465,932,,,
465,1086,,,
444,2725,,,
444,505,,,
569,145,,,
1145,1916,,,
1145,1916,,,
1145,1916,,,
1145,1916,,,
1145,1916,,,
444,1787,,,
444,1787,,,
1523,473,,,
1145,6978,,,
465,6969,,,
465,3410,,,
837,5145,,,
837,4047,,,
837,4125,,,
837,2846,,,
444,6979,,,
1145,1966,,,
1524,1852,,,
444,1999,,,
465,1474,,,
465,1086,,,
465,927,,,
1525,6981,,,
35,1366,,,
558,6982,,,
1526,6981,,,
465,931,,,
218,5551,,,
558,6983,,,
444,2165,,,
1011,2725,,,
1320,136,,,
280,136,,,
1320,136,,,
1320,136,,,
569,144,,,
1388,216,,,
1388,216,,,
35,6985,,,
837,5145,,,
218,6987,,,
1521,6988,,,
1521,6988,,,
1521,6988,,,
1145,3562,,,
1527,1852,,,
1011,505,,,
1011,505,,,
1011,3412,,,
1011,3412,,,
1145,3010,,,
919,6989,,,
1521,6990,,,
465,463,,,
1528,6991,,,
197,128,,,
1521,6992,,,
46,6993,,,
465,6854,,,
465,6854,,,
465,6854,,,
569,85,,,
569,85,,,
569,85,,,
569,85,,,
47,128,,,
444,3194,,,
444,1787,,,
444,1787,,,
14,6994,,,
14,4562,,,
1026,6995,,,
1026,6996,,,
946,697,,,
439,463,,,
557,5281,,,
201,6997,,,
444,505,,,
946,697,,,
465,2190,,,
1529,501,,,
1026,4400,,,
1530,6998,,,
444,505,,,
444,2169,,,
444,2169,,,
837,2273,,,
444,2417,,,
444,3603,,,
444,7000,,,
569,85,,,
465,463,,,
35,2140,,,
465,463,,,
444,505,,,
444,505,,,
444,3194,,,
444,3194,,,
77,982,,,
77,982,,,
465,3673,,,
465,1576,,,
465,463,,,
465,1299,,,
465,1749,,,
1531,288,,,
1532,338,,,
1026,85,,,
439,463,,,
439,463,,,
444,1787,,,
444,1787,,,
444,1787,,,
444,1936,,,
444,1936,,,
569,169,,,
569,169,,,
1163,435,,,
444,1936,,,
1533,7003,,,
465,3568,,,
465,7004,,,
35,7005,,,
444,3194,,,
444,4995,,,
444,505,,,
110,72,,,
110,7006,,,
110,7007,,,
110,7007,,,
110,7008,,,
465,463,,,
465,4246,,,
465,3036,,,
465,944,,,
1497,387,,,
1497,387,,,
77,873,,,
1026,7009,,,
1534,7010,,,
465,944,,,
465,2367,,,
465,7011,,,
1521,6988,,,
1026,7009,,,
985,697,,,
985,697,,,
465,930,,,
465,930,,,
1535,7012,,,
919,7013,,,
1497,7014,,,
122,827,,,
465,1369,,,
465,961,,,
465,463,,,
35,1772,,,
1536,3745,,,
77,850,,,
77,850,,,
201,7003,,,
35,3414,,,
1497,387,,,
465,7011,,,
77,184,,,
569,85,,,
465,463,,,
465,1784,,,
465,7017,,,
465,1486,,,
465,941,,,
465,1304,,,
465,1582,,,
569,85,,,
1534,7018,,,
465,1409,,,
465,1409,,,
465,1409,,,
465,1409,,,
465,3036,,,
465,3036,,,
465,3036,,,
67,419,,,
35,1772,,,
444,3479,,,
465,2590,,,
465,1047,,,
465,2440,,,
465,7019,,,
465,1299,,,
35,1028,,,
837,4060,,,
837,2273,,,
837,4377,,,
1498,358,,,
1498,358,,,
1491,216,,,
77,166,,,
77,7020,,,
439,48,,,
439,48,,,
439,48,,,
201,638,,,
1145,1691,,,
465,2341,,,
837,7022,,,
837,5145,,,
77,589,,,
299,254,,,
1011,505,,,
1026,7025,,,
1026,7025,,,
1026,7026,,,
155,1000,,,
155,1000,,,
155,1190,,,
155,7027,,,
439,48,,,
46,373,,,
444,7028,,,
201,7029,,,
837,3408,,,
837,4595,,,
444,2243,,,
122,7030,,,
35,7031,,,
100,337,,,
35,1306,,,
35,2140,,,
35,7032,,,
1538,65,,,
201,5071,,,
35,1028,,,
520,3121,,,
1011,7033,,,
1011,7034,,,
1011,7035,,,
1011,7033,,,
122,7036,,,
837,5653,,,
77,982,,,
837,4060,,,
1011,7035,,,
1498,44,,,
1498,44,,,
77,7037,,,
439,48,,,
439,1550,,,
46,127,,,
35,1780,,,
35,1501,,,
14,2026,,,
14,7038,,,
1301,4460,,,
218,6501,,,
218,7039,,,
1540,7040,,,
46,346,,,
67,128,,,
35,7041,,,
444,7042,,,
444,7043,,,
444,7042,,,
444,2898,,,
201,7044,,,
201,7044,,,
201,7045,,,
1145,7046,,,
837,7047,,,
837,7048,,,
444,2898,,,
217,902,,,
300,3893,,,
218,6501,,,
444,7042,,,
1416,453,,,
444,7050,,,
837,7051,,,
837,7052,,,
1145,356,,,
1145,356,,,
1145,356,,,
1145,356,,,
1145,356,,,
465,463,,,
218,4537,,,
218,4537,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
971,5422,,,
35,338,,,
919,5952,,,
919,7053,,,
77,140,,,
77,217,,,
444,7054,,,
1025,7055,,,
1026,6640,,,
1541,7056,,,
77,184,,,
444,7057,,,
444,7057,,,
444,7057,,,
218,1396,,,
35,5786,,,
1011,505,,,
1542,7058,,,
1457,384,,,
1457,6649,,,
1279,7059,,,
46,128,,,
35,3414,,,
1416,453,,,
1026,7060,,,
46,2436,,,
46,128,,,
1145,5505,,,
201,3181,,,
465,7061,,,
465,463,,,
465,1970,,,
971,6768,,,
35,3414,,,
35,1128,,,
1026,6633,,,
762,7056,,,
77,44,,,
1543,7062,,,
110,128,,,
110,127,,,
67,128,,,
465,5724,,,
465,2236,,,
1544,501,,,
155,7064,,,
77,7065,,,
35,5786,,,
46,7066,,,
1435,435,,,
35,5786,,,
946,697,,,
444,1023,,,
520,7068,,,
14,6005,,,
201,7069,,,
465,1552,,,
1434,7056,,,
155,451,,,
77,624,,,
77,1386,,,
1545,435,,,
569,85,,,
201,7070,,,
465,2084,,,
465,1970,,,
837,4060,,,
837,7071,,,
1534,7072,,,
465,7073,,,
465,2956,,,
837,2273,,,
444,6506,,,
985,697,,,
465,7074,,,
465,1970,,,
465,931,,,
444,3282,,,
46,715,,,
444,7075,,,
444,7075,,,
444,7075,,,
444,7075,,,
444,7075,,,
444,505,,,
444,505,,,
444,505,,,
465,7076,,,
465,7077,,,
465,2341,,,
444,505,,,
1145,2607,,,
77,496,,,
77,793,,,
465,1828,,,
919,7079,,,
35,338,,,
35,7080,,,
35,338,,,
946,697,,,
465,1970,,,
946,697,,,
1145,7081,,,
444,1824,,,
465,4748,,,
465,2056,,,
465,1086,,,
465,7082,,,
1145,7083,,,
465,2591,,,
465,1829,,,
465,1819,,,
465,2190,,,
465,1486,,,
444,7085,,,
14,675,,,
779,435,,,
444,6225,,,
569,85,,,
465,1474,,,
465,2028,,,
465,3036,,,
444,4795,,,
46,1239,,,
35,5786,,,
201,4264,,,
1546,512,,,
35,3414,,,
35,3414,,,
465,2196,,,
439,48,,,
14,541,,,
122,851,,,
444,505,,,
46,164,,,
837,1955,,,
201,7003,,,
465,1318,,,
465,2373,,,
465,2351,,,
465,7087,,,
465,7087,,,
520,5762,,,
77,248,,,
35,1028,,,
837,7088,,,
35,3414,,,
444,3194,,,
465,1086,,,
465,463,,,
1026,7089,,,
1026,7090,,,
46,164,,,
35,1128,,,
444,3412,,,
77,217,,,
122,232,,,
155,579,,,
77,847,,,
218,4537,,,
218,5249,,,
444,505,,,
218,3239,,,
971,5422,,,
1026,7091,,,
444,3350,,,
14,7092,,,
465,5859,,,
465,463,,,
465,7093,,,
67,128,,,
465,2590,,,
465,2591,,,
1547,7094,,,
444,1826,,,
1512,5281,,,
465,160,,,
465,1299,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
444,1831,,,
465,1172,,,
444,7095,,,
971,5281,,,
465,2300,,,
110,128,,,
569,6291,,,
465,2465,,,
465,7096,,,
465,1086,,,
465,2028,,,
155,7097,,,
155,1286,,,
35,338,,,
35,7098,,,
465,463,,,
465,690,,,
837,2846,,,
1548,7099,,,
299,631,,,
35,338,,,
520,3121,,,
218,4992,,,
218,7100,,,
46,127,,,
465,10,,,
465,1374,,,
300,5401,,,
201,4069,,,
127,140,,,
520,3121,,,
985,697,,,
946,697,,,
444,505,,,
444,505,,,
46,128,,,
35,5786,,,
35,1501,,,
444,3412,,,
444,7101,,,
1549,5281,,,
1550,7102,,,
14,71,,,
444,7103,,,
569,85,,,
201,1114,,,
1026,5892,,,
201,2630,,,
67,128,,,
65,1280,,,
46,2083,,,
444,505,,,
1145,7104,,,
35,7105,,,
444,2418,,,
299,4208,,,
439,4055,,,
35,7107,,,
46,308,,,
46,260,,,
35,1127,,,
444,505,,,
77,7108,,,
185,7109,,,
46,127,,,
444,671,,,
444,7110,,,
444,505,,,
1026,7111,,,
46,4516,,,
444,7112,,,
946,697,,,
946,697,,,
46,128,,,
35,1028,,,
35,5786,,,
444,2204,,,
444,505,,,
444,927,,,
444,7115,,,
218,7116,,,
444,1023,,,
35,5786,,,
444,7118,,,
14,1213,,,
971,7119,,,
444,7120,,,
127,1691,,,
444,7121,,,
465,7122,,,
444,7123,,,
444,7124,,,
46,331,,,
837,5649,,,
46,425,,,
14,727,,,
837,3408,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,505,,,
444,505,,,
122,5436,,,
1011,7125,,,
444,505,,,
14,7126,,,
465,944,,,
465,7127,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
35,7128,,,
465,1819,,,
465,1410,,,
444,5385,,,
444,3932,,,
14,3730,,,
14,7129,,,
1363,828,,,
1026,4598,,,
465,5658,,,
1026,6424,,,
1026,4400,,,
1026,1433,,,
67,128,,,
444,3319,,,
14,3823,,,
14,1157,,,
1026,1538,,,
122,2461,,,
1551,375,,,
46,128,,,
444,505,,,
77,248,,,
1145,2596,,,
444,1914,,,
1552,697,,,
465,7131,,,
465,160,,,
465,1819,,,
465,7132,,,
122,2705,,,
444,1787,,,
35,338,,,
35,338,,,
465,7132,,,
465,2026,,,
465,1828,,,
35,7133,,,
465,2440,,,
444,505,,,
444,505,,,
110,128,,,
444,505,,,
1553,697,,,
465,7135,,,
465,463,,,
465,1827,,,
35,7136,,,
70,7137,,,
70,7138,,,
465,2056,,,
465,1970,,,
465,2217,,,
1026,7139,,,
1026,7140,,,
46,128,,,
46,128,,,
46,128,,,
1026,7141,,,
465,944,,,
837,7142,,,
444,1664,,,
1026,3444,,,
1554,4679,,,
837,1955,,,
837,4060,,,
46,128,,,
444,1023,,,
280,136,,,
1555,7145,,,
465,463,,,
465,2367,,,
444,7146,,,
444,7146,,,
444,7146,,,
444,7146,,,
444,7146,,,
444,7146,,,
444,7146,,,
837,2846,,,
444,7146,,,
465,1819,,,
465,1474,,,
465,2620,,,
465,7147,,,
837,4125,,,
465,1576,,,
465,2305,,,
465,2327,,,
465,3036,,,
465,1409,,,
465,1086,,,
465,3035,,,
46,128,,,
46,128,,,
46,128,,,
67,396,,,
67,128,,,
439,505,,,
70,282,,,
1556,7149,,,
1557,7150,,,
569,85,,,
569,85,,,
946,697,,,
946,697,,,
946,697,,,
465,463,,,
981,7152,,,
46,128,,,
70,7137,,,
70,7153,,,
35,512,,,
1025,7154,,,
465,3349,,,
70,7153,,,
70,7155,,,
444,7156,,,
569,85,,,
981,7157,,,
77,184,,,
439,1580,,,
439,7158,,,
1558,699,,,
465,2230,,,
70,3585,,,
70,7159,,,
520,7160,,,
67,128,,,
67,128,,,
67,128,,,
67,128,,,
14,7161,,,
569,85,,,
236,3075,,,
465,463,,,
110,128,,,
35,7162,,,
465,7087,,,
465,1299,,,
465,463,,,
971,7163,,,
465,463,,,
110,128,,,
465,4373,,,
465,1701,,,
14,7164,,,
465,1879,,,
465,1879,,,
465,1879,,,
465,1879,,,
465,1879,,,
465,1879,,,
1559,521,,,
837,7165,,,
837,7165,,,
919,3058,,,
569,85,,,
569,85,,,
35,512,,,
444,1023,,,
465,2217,,,
1026,7166,,,
1026,3354,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,1878,,,
465,927,,,
465,927,,,
465,927,,,
70,10,,,
70,7167,,,
185,7168,,,
569,157,,,
444,505,,,
77,217,,,
569,6858,,,
569,85,,,
444,505,,,
465,1490,,,
465,2687,,,
70,7169,,,
201,866,,,
1026,7170,,,
67,128,,,
444,4234,,,
444,7171,,,
444,505,,,
14,7172,,,
14,3823,,,
465,2190,,,
46,390,,,
837,2716,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
837,2846,,,
