uid,sid,,,
465,1304,,,
894,136,,,
465,2300,,,
465,1884,,,
465,1,,,
465,1,,,
46,2301,,,
47,128,,,
77,1324,,,
77,776,,,
465,2056,,,
465,1884,,,
465,1970,,,
201,2282,,,
465,1740,,,
465,1740,,,
465,2302,,,
465,2303,,,
465,2056,,,
465,1827,,,
47,128,,,
67,346,,,
465,2236,,,
465,2305,,,
465,2305,,,
465,2236,,,
465,2236,,,
465,2236,,,
465,2305,,,
465,463,,,
465,463,,,
465,463,,,
465,2307,,,
465,1576,,,
465,2217,,,
300,2308,,,
299,2309,,,
46,269,,,
67,128,,,
695,2310,,,
122,356,,,
465,1086,,,
122,356,,,
122,356,,,
237,2311,,,
237,557,,,
237,760,,,
237,760,,,
237,2312,,,
465,2313,,,
465,2314,,,
444,2215,,,
444,505,,,
201,2315,,,
465,944,,,
569,521,,,
77,217,,,
460,2316,,,
569,144,,,
444,2317,,,
444,2318,,,
444,2320,,,
444,1936,,,
444,2321,,,
77,792,,,
201,2324,,,
444,505,,,
77,874,,,
300,2326,,,
444,2228,,,
465,146,,,
465,2327,,,
46,331,,,
201,2328,,,
201,2099,,,
201,232,,,
46,346,,,
444,2330,,,
65,2331,,,
444,1787,,,
77,140,,,
444,2110,,,
300,2332,,,
465,1879,,,
77,792,,,
237,232,,,
237,2333,,,
465,1879,,,
67,128,,,
465,2285,,,
444,2204,,,
77,248,,,
237,1554,,,
465,2335,,,
465,2336,,,
444,2337,,,
444,2338,,,
67,128,,,
197,1239,,,
46,128,,,
465,463,,,
895,217,,,
237,557,,,
77,184,,,
77,556,,,
237,557,,,
465,2339,,,
465,2339,,,
465,2339,,,
77,248,,,
444,1900,,,
465,1318,,,
465,2340,,,
67,128,,,
201,2341,,,
300,2342,,,
444,2343,,,
444,1834,,,
237,1554,,,
444,2345,,,
444,2204,,,
896,9,,,
465,2327,,,
465,2346,,,
465,2347,,,
46,346,,,
444,2243,,,
127,2348,,,
684,2213,,,
465,948,,,
897,164,,,
444,2349,,,
465,2350,,,
465,2347,,,
465,2351,,,
465,1953,,,
465,2174,,,
444,1023,,,
444,2213,,,
444,1023,,,
444,2204,,,
444,2204,,,
444,2204,,,
444,2204,,,
444,2204,,,
886,364,,,
46,297,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
127,356,,,
444,2352,,,
444,2353,,,
444,2354,,,
444,2267,,,
465,2355,,,
465,2350,,,
465,1953,,,
465,971,,,
465,2347,,,
465,1740,,,
197,301,,,
444,505,,,
444,505,,,
465,2303,,,
444,2357,,,
444,2357,,,
444,2357,,,
444,2357,,,
444,2358,,,
187,136,,,
444,2359,,,
444,2359,,,
520,1228,,,
77,272,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
465,1991,,,
465,1490,,,
77,2360,,,
444,1023,,,
77,2360,,,
444,1023,,,
77,768,,,
197,128,,,
444,2366,,,
585,456,,,
730,1489,,,
444,1667,,,
444,1667,,,
465,2367,,,
465,2368,,,
465,2369,,,
444,2370,,,
465,944,,,
465,947,,,
465,2190,,,
465,2190,,,
465,2373,,,
465,2374,,,
300,1110,,,
899,2146,,,
259,697,,,
465,2375,,,
465,1985,,,
300,1295,,,
465,160,,,
465,2190,,,
444,2376,,,
444,2377,,,
444,1023,,,
300,2378,,,
46,346,,,
46,150,,,
444,1023,,,
444,1023,,,
901,11,,,
77,248,,,
77,248,,,
77,248,,,
665,2379,,,
460,1076,,,
65,271,,,
465,1490,,,
465,1653,,,
902,1139,,,
444,2381,,,
14,2382,,,
465,927,,,
444,2247,,,
444,2208,,,
465,2384,,,
444,505,,,
207,65,,,
465,2217,,,
122,356,,,
444,1023,,,
444,2208,,,
77,982,,,
465,463,,,
444,2249,,,
444,2249,,,
444,2249,,,
444,2387,,,
444,2387,,,
444,2387,,,
444,1023,,,
168,11,,,
168,11,,,
168,11,,,
168,11,,,
155,1000,,,
444,1023,,,
904,144,,,
444,1900,,,
444,505,,,
444,505,,,
155,579,,,
155,2388,,,
465,463,,,
465,463,,,
465,463,,,
46,475,,,
444,2389,,,
444,2175,,,
35,65,,,
46,150,,,
905,375,,,
444,2392,,,
444,2393,,,
444,2393,,,
444,1900,,,
237,2394,,,
201,2395,,,
35,385,,,
444,2204,,,
444,2204,,,
122,2396,,,
77,2397,,,
465,947,,,
465,947,,,
465,941,,,
907,579,,,
444,1023,,,
465,948,,,
465,948,,,
907,2399,,,
907,2399,,,
444,1023,,,
444,2393,,,
77,184,,,
46,127,,,
444,1023,,,
237,2394,,,
465,2340,,,
465,2400,,,
444,1914,,,
444,1914,,,
465,463,,,
465,463,,,
465,463,,,
444,1023,,,
465,2401,,,
46,475,,,
465,10,,,
465,944,,,
35,2403,,,
444,2404,,,
77,2405,,,
444,505,,,
110,128,,,
465,2406,,,
465,2008,,,
465,1653,,,
465,1819,,,
465,945,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,2407,,,
444,505,,,
77,184,,,
46,269,,,
46,346,,,
46,2408,,,
465,2409,,,
465,2410,,,
444,2366,,,
557,583,,,
444,2110,,,
201,2282,,,
444,2413,,,
444,1667,,,
444,1667,,,
444,1667,,,
444,1667,,,
444,1667,,,
444,1667,,,
444,1667,,,
35,526,,,
127,358,,,
465,2056,,,
444,2414,,,
46,128,,,
444,2414,,,
465,463,,,
909,526,,,
444,2357,,,
465,463,,,
444,2417,,,
444,2358,,,
444,2418,,,
444,1745,,,
35,65,,,
237,746,,,
46,128,,,
46,410,,,
444,2419,,,
465,1589,,,
465,1821,,,
465,2420,,,
465,1827,,,
46,410,,,
444,2393,,,
46,127,,,
444,2421,,,
46,2422,,,
201,866,,,
127,986,,,
465,463,,,
444,2204,,,
444,2423,,,
444,2424,,,
201,2425,,,
444,1023,,,
444,671,,,
465,2238,,,
465,463,,,
465,463,,,
465,463,,,
465,463,,,
187,337,,,
187,337,,,
444,2358,,,
465,2426,,,
465,2427,,,
465,1827,,,
77,217,,,
444,2428,,,
444,2429,,,
35,2430,,,
127,2431,,,
444,1659,,,
444,1659,,,
444,1023,,,
444,2407,,,
444,2433,,,
237,557,,,
201,2434,,,
465,463,,,
465,463,,,
46,2436,,,
444,2437,,,
287,44,,,
127,2439,,,
201,1691,,,
201,1691,,,
122,1691,,,
201,1691,,,
201,1691,,,
465,2440,,,
465,1695,,,
35,65,,,
35,65,,,
237,2441,,,
465,10,,,
465,944,,,
444,2366,,,
444,2213,,,
197,402,,,
197,127,,,
197,127,,,
444,2213,,,
77,873,,,
77,217,,,
35,2443,,,
35,2444,,,
444,2243,,,
910,2445,,,
911,65,,,
465,1828,,,
465,2026,,,
465,2021,,,
465,1551,,,
465,2028,,,
465,2056,,,
465,1199,,,
465,961,,,
465,2446,,,
465,2447,,,
465,1589,,,
465,2448,,,
465,2449,,,
465,1829,,,
465,2450,,,
465,2451,,,
77,184,,,
444,1023,,,
201,2452,,,
444,2453,,,
444,2215,,,
77,217,,,
201,557,,,
77,248,,,
35,338,,,
465,1985,,,
520,2455,,,
201,2456,,,
16,2457,,,
444,2393,,,
465,945,,,
465,2458,,,
465,2459,,,
465,2460,,,
904,144,,,
201,2461,,,
444,2413,,,
77,248,,,
520,2462,,,
465,2463,,,
465,2464,,,
465,2465,,,
465,2466,,,
444,1023,,,
465,2464,,,
465,2464,,,
465,944,,,
35,2467,,,
912,2468,,,
460,2469,,,
460,2470,,,
465,2027,,,
444,2471,,,
913,2472,,,
35,1128,,,
465,942,,,
465,2474,,,
201,2475,,,
35,2476,,,
35,65,,,
520,2477,,,
100,2478,,,
201,2479,,,
35,1501,,,
35,2480,,,
201,2481,,,
444,2482,,,
444,2209,,,
444,2215,,,
444,2162,,,
444,1787,,,
914,600,,,
35,338,,,
35,1306,,,
444,2208,,,
444,2208,,,
444,2483,,,
444,2484,,,
660,435,,,
660,435,,,
660,435,,,
660,435,,,
300,2485,,,
444,2486,,,
465,1827,,,
444,2484,,,
465,944,,,
444,2487,,,
444,2243,,,
444,2489,,,
444,2231,,,
46,669,,,
201,1431,,,
444,2490,,,
465,2367,,,
465,2491,,,
46,346,,,
35,2492,,,
465,1869,,,
768,136,,,
444,2494,,,
444,2495,,,
444,1023,,,
444,2484,,,
444,2243,,,
444,2496,,,
35,2498,,,
46,297,,,
35,2499,,,
46,381,,,
35,65,,,
46,645,,,
444,2489,,,
185,217,,,
444,2204,,,
35,512,,,
65,2500,,,
65,338,,,
35,65,,,
65,2501,,,
201,854,,,
201,2193,,,
187,337,,,
46,381,,,
35,2502,,,
444,1900,,,
465,931,,,
465,931,,,
35,2503,,,
465,948,,,
465,2504,,,
77,184,,,
35,1306,,,
46,128,,,
46,128,,,
201,2193,,,
65,2140,,,
444,1667,,,
444,2505,,,
465,2506,,,
465,2373,,,
465,963,,,
465,463,,,
465,463,,,
201,2508,,,
444,2208,,,
444,2208,,,
35,2509,,,
465,1136,,,
465,2510,,,
465,2511,,,
465,2314,,,
465,2512,,,
465,2449,,,
465,2448,,,
915,557,,,
916,294,,,
916,294,,,
46,346,,,
465,2449,,,
465,1589,,,
465,2448,,,
444,2513,,,
35,2492,,,
46,362,,,
444,1023,,,
201,2514,,,
201,2515,,,
201,1481,,,
77,184,,,
46,128,,,
35,385,,,
35,526,,,
465,1878,,,
465,160,,,
465,160,,,
465,160,,,
465,944,,,
917,164,,,
917,164,,,
46,260,,,
465,1769,,,
918,2516,,,
918,2517,,,
918,2285,,,
918,2518,,,
918,2519,,,
919,65,,,
917,164,,,
918,2520,,,
918,2521,,,
918,2522,,,
918,2523,,,
918,1746,,,
918,2524,,,
918,2525,,,
918,2526,,,
919,65,,,
902,2527,,,
465,1136,,,
35,2443,,,
35,65,,,
465,2528,,,
465,2528,,,
444,2529,,,
77,2530,,,
77,2530,,,
465,2531,,,
918,2535,,,
77,586,,,
77,457,,,
837,2536,,,
465,2449,,,
465,2440,,,
465,1695,,,
837,2537,,,
35,2538,,,
300,2308,,,
465,463,,,
465,463,,,
465,160,,,
918,2540,,,
918,1682,,,
918,1123,,,
444,2541,,,
444,492,,,
465,160,,,
201,927,,,
918,2542,,,
918,2026,,,
444,2543,,,
77,184,,,
77,184,,,
917,64,,,
259,2544,,,
259,2544,,,
35,526,,,
853,2545,,,
77,184,,,
917,64,,,
46,381,,,
465,1231,,,
465,2174,,,
46,269,,,
444,2484,,,
444,2546,,,
444,2547,,,
444,2489,,,
77,184,,,
77,217,,,
918,2549,,,
46,128,,,
444,2489,,,
201,2550,,,
46,150,,,
465,2548,,,
35,65,,,
46,389,,,
35,1128,,,
444,2210,,,
35,1128,,,
35,2552,,,
918,2553,,,
46,128,,,
46,128,,,
217,902,,,
217,902,,,
217,902,,,
217,902,,,
14,2558,,,
444,492,,,
218,578,,,
918,2554,,,
35,2559,,,
67,269,,,
46,362,,,
465,2560,,,
465,2561,,,
35,1028,,,
35,2140,,,
918,2563,,,
465,1681,,,
465,1547,,,
444,2546,,,
35,2564,,,
201,2565,,,
444,2567,,,
35,385,,,
35,2568,,,
917,64,,,
465,138,,,
46,2569,,,
201,2570,,,
444,2571,,,
444,2572,,,
444,2573,,,
444,2574,,,
918,2575,,,
918,2576,,,
35,338,,,
921,1357,,,
35,65,,,
918,2577,,,
46,390,,,
921,1357,,,
918,1627,,,
918,1298,,,
918,2578,,,
918,2579,,,
918,2580,,,
918,1996,,,
35,65,,,
35,2443,,,
35,65,,,
918,2582,,,
918,2290,,,
918,1842,,,
918,2583,,,
444,1023,,,
444,2584,,,
35,2498,,,
46,127,,,
444,2585,,,
217,902,,,
46,281,,,
35,385,,,
35,385,,,
35,2586,,,
46,346,,,
922,136,,,
918,2587,,,
918,2587,,,
918,2588,,,
237,557,,,
259,1554,,,
465,2589,,,
465,2590,,,
465,1582,,,
465,943,,,
465,2591,,,
918,1101,,,
918,2592,,,
444,2228,,,
569,85,,,
918,2593,,,
918,2593,,,
465,942,,,
465,2594,,,
918,2595,,,
465,232,,,
919,65,,,
201,2596,,,
201,1913,,,
201,2597,,,
918,849,,,
444,1023,,,
259,697,,,
444,1787,,,
444,1787,,,
259,697,,,
237,356,,,
259,697,,,
237,2394,,,
237,356,,,
539,2598,,,
46,128,,,
918,2599,,,
444,2600,,,
444,2601,,,
444,2602,,,
918,2603,,,
444,2600,,,
465,1641,,,
465,463,,,
444,1023,,,
444,2210,,,
35,2538,,,
918,2026,,,
837,2273,,,
35,385,,,
918,2604,,,
918,2605,,,
918,2606,,,
918,2607,,,
444,1900,,,
444,2608,,,
444,2228,,,
14,902,,,
923,2505,,,
201,2609,,,
201,2293,,,
924,538,,,
155,337,,,
155,337,,,
155,337,,,
155,337,,,
155,337,,,
155,1357,,,
155,1357,,,
155,1357,,,
155,2067,,,
155,2067,,,
155,2067,,,
155,2067,,,
155,2067,,,
155,2067,,,
155,2067,,,
201,2026,,,
185,2610,,,
465,2611,,,
465,1740,,,
201,924,,,
918,2612,,,
918,2613,,,
465,2614,,,
918,2026,,,
918,2616,,,
925,851,,,
918,2617,,,
465,2618,,,
465,2368,,,
465,2367,,,
465,2619,,,
465,2620,,,
918,2621,,,
35,2568,,,
926,44,,,
35,65,,,
35,2498,,,
77,589,,,
444,2622,,,
77,2397,,,
35,2480,,,
918,2334,,,
444,2205,,,
444,2205,,,
46,128,,,
465,2623,,,
918,1136,,,
918,2539,,,
35,65,,,
46,1452,,,
918,2624,,,
925,2625,,,
925,2626,,,
925,2627,,,
918,2628,,,
918,2629,,,
918,2630,,,
918,2631,,,
197,419,,,
237,1560,,,
465,1970,,,
465,2632,,,
35,65,,,
918,2367,,,
918,2633,,,
918,2634,,,
918,2635,,,
918,2624,,,
925,2636,,,
465,2637,,,
918,2638,,,
46,128,,,
46,128,,,
46,128,,,
927,78,,,
927,78,,,
237,2639,,,
35,512,,,
35,1128,,,
46,127,,,
237,1300,,,
46,346,,,
465,1985,,,
465,1970,,,
925,2640,,,
237,2641,,,
925,2642,,,
918,2643,,,
46,326,,,
444,2256,,,
918,2645,,,
465,1784,,,
918,2646,,,
925,2647,,,
127,2648,,,
46,128,,,
444,2649,,,
444,2210,,,
465,148,,,
465,148,,,
465,148,,,
928,136,,,
928,136,,,
465,463,,,
465,1,,,
465,2448,,,
925,2650,,,
585,48,,,
237,557,,,
237,557,,,
465,1589,,,
465,104,,,
465,2285,,,
201,371,,,
444,1023,,,
444,2204,,,
444,2204,,,
444,2204,,,
300,1487,,,
925,1109,,,
444,1900,,,
465,160,,,
925,2651,,,
444,2424,,,
444,1023,,,
201,2086,,,
201,2086,,,
465,1819,,,
925,851,,,
444,2652,,,
465,945,,,
465,2028,,,
465,2056,,,
925,2653,,,
444,2654,,,
444,2204,,,
899,2655,,,
201,2656,,,
465,2506,,,
35,2492,,,
899,2657,,,
918,1842,,,
918,2362,,,
918,2658,,,
918,1136,,,
918,2363,,,
918,2539,,,
918,2659,,,
918,2660,,,
46,490,,,
444,2489,,,
187,145,,,
187,145,,,
35,65,,,
46,736,,,
201,831,,,
201,868,,,
925,2661,,,
918,1842,,,
46,991,,,
46,128,,,
465,463,,,
444,2543,,,
444,2654,,,
444,2662,,,
35,65,,,
35,2663,,,
444,2585,,,
444,2664,,,
197,645,,,
47,128,,,
299,2665,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
35,2667,,,
35,2668,,,
77,184,,,
444,505,,,
35,65,,,
35,2492,,,
35,2671,,,
444,2672,,,
444,2673,,,
465,2674,,,
465,2675,,,
465,2056,,,
35,2498,,,
77,453,,,
444,1023,,,
444,1023,,,
444,2676,,,
444,2677,,,
444,1160,,,
444,1023,,,
444,1659,,,
444,1659,,,
444,2678,,,
77,1346,,,
77,1346,,,
77,1346,,,
77,1343,,,
77,1343,,,
918,2679,,,
35,65,,,
35,65,,,
444,2204,,,
444,2680,,,
444,2681,,,
465,2674,,,
918,2682,,,
918,2683,,,
197,641,,,
444,2684,,,
77,1446,,,
460,2685,,,
237,2314,,,
237,2641,,,
465,2686,,,
465,2687,,,
465,1430,,,
918,1842,,,
918,2688,,,
237,2160,,,
918,2539,,,
465,2659,,,
201,2154,,,
444,2494,,,
444,1023,,,
444,505,,,
918,2628,,,
918,2689,,,
918,2690,,,
444,1023,,,
201,2691,,,
46,128,,,
465,2692,,,
444,505,,,
444,1664,,,
444,2693,,,
444,2677,,,
444,2175,,,
444,2204,,,
465,2694,,,
465,2687,,,
444,1664,,,
444,1664,,,
444,1664,,,
444,1664,,,
444,2695,,,
259,2696,,,
259,2697,,,
259,2698,,,
444,2699,,,
444,2700,,,
201,2701,,,
444,492,,,
444,492,,,
444,505,,,
444,2022,,,
201,2702,,,
444,505,,,
444,505,,,
35,385,,,
444,2341,,,
201,2704,,,
300,1110,,,
444,505,,,
444,1844,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
127,2705,,,
46,283,,,
35,385,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
187,85,,,
444,2706,,,
444,505,,,
35,1306,,,
918,2628,,,
918,1842,,,
444,2707,,,
300,1110,,,
444,2677,,,
35,2708,,,
918,2314,,,
35,385,,,
201,1959,,,
77,248,,,
444,2709,,,
35,65,,,
465,2174,,,
444,505,,,
444,505,,,
930,184,,,
259,1554,,,
465,944,,,
35,2492,,,
35,2667,,,
444,505,,,
444,505,,,
77,184,,,
77,184,,,
465,148,,,
444,2710,,,
77,184,,,
465,463,,,
35,2667,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
931,136,,,
918,2711,,,
444,505,,,
444,505,,,
444,1023,,,
444,1023,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,1023,,,
444,1023,,,
444,1900,,,
837,2712,,,
149,666,,,
918,2713,,,
918,2714,,,
444,492,,,
444,492,,,
932,2715,,,
837,2716,,,
444,2677,,,
77,140,,,
465,463,,,
259,697,,,
444,505,,,
444,2695,,,
444,2695,,,
933,164,,,
465,463,,,
300,2718,,,
300,2718,,,
444,2719,,,
444,2719,,,
444,2719,,,
35,338,,,
35,2720,,,
662,456,,,
934,2721,,,
465,941,,,
444,1745,,,
444,1745,,,
237,828,,,
444,2693,,,
557,484,,,
35,2722,,,
35,2498,,,
35,1306,,,
35,1306,,,
35,2723,,,
444,2724,,,
444,2725,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,1023,,,
77,540,,,
444,2677,,,
925,2726,,,
444,2204,,,
444,1023,,,
444,1023,,,
444,1023,,,
934,2727,,,
934,2728,,,
934,501,,,
934,501,,,
444,2729,,,
444,2677,,,
444,1023,,,
444,2677,,,
122,760,,,
35,2667,,,
122,356,,,
122,356,,,
127,356,,,
35,1306,,,
35,1306,,,
444,2677,,,
122,356,,,
122,557,,,
465,2590,,,
300,814,,,
300,2718,,,
237,557,,,
237,557,,,
35,2492,,,
145,337,,,
46,283,,,
46,2731,,,
46,2732,,,
444,1023,,,
444,1023,,,
35,65,,,
918,2734,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
35,2492,,,
35,2735,,,
465,2026,,,
465,2056,,,
46,128,,,
444,505,,,
444,505,,,
77,2736,,,
77,2736,,,
77,2736,,,
77,2736,,,
935,705,,,
259,697,,,
35,2668,,,
35,2737,,,
35,2738,,,
46,1227,,,
46,381,,,
444,2600,,,
197,150,,,
201,2086,,,
46,563,,,
444,505,,,
935,705,,,
444,1023,,,
187,337,,,
46,128,,,
46,1044,,,
444,2204,,,
187,164,,,
465,463,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
444,1023,,,
237,356,,,
35,2739,,,
46,128,,,
444,2740,,,
444,1023,,,
77,217,,,
77,1386,,,
77,1386,,,
935,705,,,
935,705,,,
444,1160,,,
46,128,,,
935,705,,,
122,2741,,,
935,705,,,
444,1023,,,
187,119,,,
187,119,,,
465,944,,,
465,2687,,,
465,2742,,,
918,2711,,,
918,2743,,,
46,128,,,
918,2711,,,
46,128,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
465,1409,,,
936,2744,,,
918,2745,,,
77,589,,,
460,2746,,,
444,2747,,,
918,2748,,,
46,128,,,
46,128,,,
444,2749,,,
444,505,,,
444,1826,,,
237,557,,,
237,505,,,
925,2750,,,
925,2750,,,
925,2751,,,
444,505,,,
444,2662,,,
444,505,,,
444,505,,,
460,2752,,,
444,1023,,,
444,1023,,,
444,505,,,
444,505,,,
444,505,,,
444,1023,,,
77,248,,,
439,356,,,
918,1634,,,
444,1834,,,
201,2753,,,
465,2754,,,
465,2755,,,
237,2757,,,
937,22,,,
77,248,,,
259,697,,,
259,697,,,
237,356,,,
77,660,,,
130,119,,,
35,338,,,
465,1409,,,
465,463,,,
197,128,,,
925,2758,,,
444,1119,,,
77,219,,,
77,219,,,
77,219,,,
77,219,,,
77,219,,,
77,219,,,
444,2759,,,
444,2423,,,
539,2760,,,
465,1796,,,
465,2674,,,
925,2761,,,
185,1672,,,
185,1672,,,
465,2763,,,
465,2238,,,
465,2674,,,
46,263,,,
237,828,,,
938,2764,,,
77,2765,,,
201,2766,,,
46,390,,,
300,2767,,,
46,2768,,,
300,1437,,,
444,1023,,,
444,505,,,
444,1023,,,
444,1023,,,
444,1023,,,
197,72,,,
465,2674,,,
465,941,,,
465,1695,,,
465,1985,,,
465,2174,,,
465,1784,,,
918,2613,,,
918,2769,,,
259,697,,,
259,697,,,
259,697,,,
259,697,,,
259,697,,,
465,463,,,
233,48,,,
444,2770,,,
465,1087,,,
162,358,,,
201,2086,,,
465,1486,,,
465,941,,,
939,2772,,,
187,119,,,
201,2086,,,
465,1299,,,
918,2773,,,
201,854,,,
918,2773,,,
237,2328,,,
77,580,,,
197,281,,,
918,2774,,,
918,2775,,,
201,2776,,,
941,443,,,
918,2226,,,
918,2777,,,
918,2778,,,
939,2779,,,
127,356,,,
834,119,,,
201,1375,,,
201,2780,,,
201,2781,,,
465,947,,,
465,2021,,,
465,927,,,
77,2782,,,
237,1420,,,
465,1829,,,
918,2783,,,
918,2784,,,
77,2785,,,
942,164,,,
943,136,,,
300,2786,,,
444,2787,,,
465,2788,,,
918,2789,,,
918,2790,,,
918,2791,,,
918,1194,,,
237,557,,,
201,1915,,,
918,2792,,,
918,2793,,,
918,1194,,,
918,2773,,,
918,2794,,,
46,263,,,
201,2795,,,
944,64,,,
444,2796,,,
444,2796,,,
444,2797,,,
918,2798,,,
918,2769,,,
46,127,,,
918,1629,,,
918,2285,,,
187,94,,,
300,1437,,,
465,463,,,
465,1681,,,
465,2800,,,
465,2801,,,
444,1023,,,
945,337,,,
465,1970,,,
465,1445,,,
918,2802,,,
918,2612,,,
46,128,,,
444,2803,,,
465,2804,,,
465,2805,,,
465,2806,,,
259,697,,,
127,356,,,
201,2808,,,
127,986,,,
465,463,,,
460,2809,,,
946,697,,,
946,697,,,
946,697,,,
444,2810,,,
444,2810,,,
918,2811,,,
918,2812,,,
444,2749,,,
444,2214,,,
127,842,,,
444,2813,,,
127,1580,,,
947,2814,,,
46,128,,,
46,128,,,
46,128,,,
46,128,,,
444,2815,,,
465,927,,,
925,2816,,,
918,969,,,
918,969,,,
444,2817,,,
444,505,,,
444,2818,,,
465,927,,,
465,927,,,
465,927,,,
465,927,,,
682,2819,,,
444,2393,,,
465,2217,,,
465,2190,,,
465,941,,,
46,128,,,
46,128,,,
444,2820,,,
127,2281,,,
187,119,,,
197,128,,,
444,2823,,,
444,1834,,,
465,1796,,,
465,1796,,,
465,1796,,,
918,2824,,,
300,1437,,,
127,842,,,
46,397,,,
300,1437,,,
127,2825,,,
185,2610,,,
201,854,,,
201,2766,,,
465,1299,,,
46,127,,,
465,2826,,,
201,2827,,,
201,2766,,,
465,1796,,,
465,2675,,,
918,2828,,,
918,2829,,,
918,2830,,,
465,463,,,
465,463,,,
465,463,,,
77,184,,,
300,2831,,,
779,1941,,,
465,1796,,,
918,2743,,,
444,2832,,,
259,1554,,,
259,2833,,,
259,697,,,
444,2834,,,
201,320,,,
465,1576,,,
465,25,,,
918,2835,,,
925,1123,,,
444,2834,,,
948,2836,,,
465,2837,,,
918,2778,,,
918,2226,,,
918,2838,,,
918,2839,,,
918,2840,,,
46,346,,,
46,346,,,
444,1900,,,
122,884,,,
444,2204,,,
465,2837,,,
918,2789,,,
918,2841,,,
918,2842,,,
444,2022,,,
46,325,,,
439,828,,,
46,127,,,
444,2845,,,
77,702,,,
837,2716,,,
837,2846,,,
837,2273,,,
837,2273,,,
918,2847,,,
918,2848,,,
918,1074,,,
918,2849,,,
918,2850,,,
918,2851,,,
719,463,,,
444,2852,,,
719,463,,,
465,914,,,
465,2853,,,
465,2341,,,
465,941,,,
949,2855,,,
444,927,,,
837,2273,,,
918,1758,,,
918,2612,,,
918,1961,,,
444,2856,,,
444,165,,,
122,356,,,
465,2591,,,
925,1885,,,
46,333,,,
46,333,,,
46,2857,,,
46,263,,,
46,333,,,
46,490,,,
300,2858,,,
834,1357,,,
187,1357,,,
918,2802,,,
46,416,,,
46,416,,,
46,667,,,
46,2436,,,
444,2860,,,
465,930,,,
444,2211,,,
77,964,,,
46,260,,,
46,475,,,
444,671,,,
465,927,,,
465,927,,,
465,2837,,,
465,1582,,,
465,2341,,,
925,1153,,,
46,150,,,
46,150,,,
950,2861,,,
918,2862,,,
925,2863,,,
77,248,,,
237,1560,,,
237,557,,,
237,557,,,
46,1227,,,
46,645,,,
834,119,,,
155,451,,,
155,451,,,
201,2864,,,
925,2629,,,
918,2026,,,
918,2865,,,
155,1000,,,
444,2866,,,
444,2867,,,
951,2271,,,
465,1445,,,
918,2612,,,
918,1172,,,
46,346,,,
444,1023,,,
259,697,,,
259,697,,,
46,128,,,
444,2868,,,
444,2868,,,
444,2868,,,
444,2868,,,
444,2868,,,
444,2868,,,
444,2868,,,
444,2868,,,
77,2869,,,
918,2303,,,
46,128,,,
925,2870,,,
300,2871,,,
300,2871,,,
925,2862,,,
918,2488,,,
444,1023,,,
465,948,,,
77,789,,,
259,697,,,
465,1884,,,
444,2215,,,
77,1157,,,
465,1304,,,
465,2872,,,
918,2824,,,
300,2308,,,
444,505,,,
444,505,,,
444,2873,,,
444,2873,,,
465,2446,,,
444,505,,,
444,505,,,
444,505,,,
444,2204,,,
444,2204,,,
444,2204,,,
444,2204,,,
444,505,,,
444,505,,,
46,127,,,
444,505,,,
444,1664,,,
444,1745,,,
444,1664,,,
444,505,,,
444,2874,,,
444,2875,,,
465,1304,,,
465,1589,,,
77,608,,,
444,2818,,,
444,1023,,,
444,2393,,,
444,2815,,,
444,2876,,,
444,2877,,,
444,2878,,,
837,2273,,,
465,1326,,,
925,2748,,,
77,2879,,,
465,1739,,,
465,2327,,,
918,2882,,,
444,2883,,,
444,2877,,,
444,2884,,,
77,2885,,,
77,1130,,,
122,2396,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
444,505,,,
919,65,,,
919,65,,,
918,2886,,,
77,184,,,
444,505,,,
77,2887,,,
46,2888,,,
46,150,,,
918,2889,,,
77,2890,,,
952,44,,,
953,443,,,
925,2862,,,
925,2862,,,
197,2891,,,
444,2320,,,
300,2308,,,
918,2892,,,
918,1101,,,
918,2893,,,
46,127,,,
954,2894,,,
187,2895,,,
918,2896,,,
444,2213,,,
67,128,,,
444,505,,,
77,2879,,,
465,1486,,,
465,2236,,,
465,2897,,,
955,2898,,,
444,2899,,,
444,505,,,
444,505,,,
444,505,,,
955,2898,,,
122,356,,,
201,760,,,
444,505,,,
956,2902,,,
201,2282,,,
201,2903,,,
201,2776,,,
465,2230,,,
46,128,,,
300,814,,,
